age,height,edu,fit,race_ethnicity,height_group,cluster
52,71,More than High School,not_fit,White,not_short,2
48,72,More than High School,fit,Black,not_short,2
26,71,More than High School,not_fit,Asian,not_short,2
49,72,More than High School,not_fit,White,not_short,2
24,43,unknown,not_fit,other,short,1
31,73,More than High School,fit,White,not_short,2
22,67,More than High School,not_fit,White,short,1
21,66,High School or less,fit,Black,short,1
29,68,More than High School,fit,multiple,short,1
45,76,More than High School,fit,White,not_short,2
36,68,More than High School,fit,Latinx,short,1
26,71,High School or less,fit,Latinx,not_short,2
28,71,More than High School,fit,Asian,not_short,2
30,73,More than High School,not_fit,Asian,not_short,2
28,77,unknown,not_fit,White,not_short,2
32,73,More than High School,not_fit,White,not_short,2
23,72,More than High School,fit,Black,not_short,2
31,70,More than High School,not_fit,White,not_short,2
29,77,unknown,fit,multiple,not_short,2
46,65,More than High School,fit,Asian,short,1
41,85,More than High School,not_fit,White,not_short,2
42,74,More than High School,fit,White,not_short,2
34,68,More than High School,not_fit,White,short,1
31,70,More than High School,not_fit,Asian,not_short,2
23,71,More than High School,not_fit,White,not_short,2
26,66,unknown,not_fit,Asian,short,1
22,76,High School or less,not_fit,White,not_short,2
33,76,More than High School,fit,White,not_short,2
38,70,More than High School,not_fit,Asian,not_short,2
29,73,More than High School,not_fit,White,not_short,2
32,77,More than High School,not_fit,White,not_short,2
26,73,High School or less,not_fit,White,not_short,2
24,73,More than High School,fit,White,not_short,2
31,67,More than High School,fit,White,short,1
28,72,More than High School,fit,Latinx,not_short,2
28,71,More than High School,fit,Asian,not_short,2
43,72,More than High School,not_fit,White,not_short,2
24,69,More than High School,not_fit,Asian,short,1
28,67,More than High School,fit,Latinx,short,1
38,72,More than High School,fit,Asian,not_short,2
26,73,More than High School,fit,White,not_short,2
35,74,More than High School,not_fit,Latinx,not_short,2
22,75,High School or less,fit,multiple,not_short,2
26,75,More than High School,fit,White,not_short,2
24,67,More than High School,fit,Asian,short,1
54,74,More than High School,fit,White,not_short,2
41,73,More than High School,not_fit,White,not_short,2
33,72,More than High School,fit,White,not_short,2
22,68,High School or less,fit,White,short,1
24,70,High School or less,fit,Latinx,not_short,2
24,69,More than High School,fit,Asian,short,1
29,75,More than High School,not_fit,White,not_short,2
24,71,More than High School,fit,White,not_short,2
51,72,More than High School,not_fit,White,not_short,2
24,74,More than High School,fit,White,not_short,2
28,70,More than High School,not_fit,White,not_short,2
28,70,High School or less,fit,Asian,not_short,2
32,72,More than High School,fit,White,not_short,2
28,69,More than High School,not_fit,other,short,1
23,73,unknown,not_fit,White,not_short,2
33,65,More than High School,not_fit,White,short,1
24,71,High School or less,not_fit,White,not_short,2
19,75,High School or less,not_fit,White,not_short,2
48,70,More than High School,not_fit,White,not_short,2
45,70,More than High School,fit,Asian,not_short,2
31,62,More than High School,fit,Asian,short,1
25,68,More than High School,fit,White,short,1
31,69,More than High School,not_fit,White,short,1
27,74,High School or less,not_fit,White,not_short,2
24,66,High School or less,not_fit,Asian,short,1
34,73,More than High School,fit,other,not_short,2
31,72,More than High School,fit,White,not_short,2
32,72,More than High School,fit,White,not_short,2
38,64,unknown,not_fit,White,short,1
32,70,High School or less,not_fit,White,not_short,2
22,74,More than High School,not_fit,White,not_short,2
32,67,More than High School,not_fit,Asian,short,1
26,69,More than High School,fit,White,short,1
24,69,High School or less,not_fit,White,short,1
58,71,unknown,not_fit,White,not_short,2
25,74,More than High School,fit,White,not_short,2
44,68,More than High School,not_fit,Asian,short,1
25,74,More than High School,fit,White,not_short,2
31,66,High School or less,not_fit,multiple,short,1
23,70,High School or less,not_fit,White,not_short,2
22,72,High School or less,fit,White,not_short,2
40,67,unknown,not_fit,White,short,1
32,73,More than High School,not_fit,Asian,not_short,2
26,69,More than High School,fit,White,short,1
26,72,More than High School,fit,Black,not_short,2
29,71,More than High School,fit,Asian,not_short,2
24,71,More than High School,fit,White,not_short,2
37,70,More than High School,fit,White,not_short,2
35,71,More than High School,fit,White,not_short,2
41,69,More than High School,fit,White,short,1
45,75,More than High School,fit,White,not_short,2
22,74,High School or less,fit,White,not_short,2
35,74,unknown,fit,White,not_short,2
22,68,unknown,fit,Latinx,short,1
36,72,More than High School,fit,White,not_short,2
24,74,More than High School,not_fit,White,not_short,2
26,70,More than High School,fit,multiple,not_short,2
41,72,More than High School,not_fit,White,not_short,2
26,75,High School or less,fit,White,not_short,2
27,74,High School or less,not_fit,White,not_short,2
38,71,More than High School,not_fit,White,not_short,2
31,68,unknown,fit,White,short,1
38,71,More than High School,fit,Asian,not_short,2
25,73,More than High School,fit,White,not_short,2
31,75,High School or less,fit,White,not_short,2
36,72,More than High School,fit,White,not_short,2
30,72,More than High School,fit,White,not_short,2
35,71,More than High School,fit,White,not_short,2
27,70,More than High School,fit,Black,not_short,2
24,72,More than High School,fit,White,not_short,2
32,71,More than High School,fit,White,not_short,2
24,72,High School or less,fit,White,not_short,2
32,70,More than High School,fit,Asian,not_short,2
22,71,High School or less,fit,White,not_short,2
56,70,More than High School,fit,White,not_short,2
27,69,More than High School,fit,Asian,short,1
29,69,More than High School,not_fit,Latinx,short,1
34,69,unknown,fit,Asian,short,1
29,72,More than High School,not_fit,White,not_short,2
18,74,unknown,not_fit,Black,not_short,2
42,69,More than High School,fit,White,short,1
61,66,unknown,not_fit,White,short,1
29,75,More than High School,fit,White,not_short,2
33,70,More than High School,not_fit,White,not_short,2
27,64,More than High School,fit,Asian,short,1
64,72,More than High School,fit,White,not_short,2
28,75,High School or less,fit,White,not_short,2
63,65,More than High School,fit,White,short,1
33,71,More than High School,not_fit,other,not_short,2
24,72,More than High School,not_fit,other,not_short,2
20,69,High School or less,not_fit,White,short,1
31,74,More than High School,not_fit,White,not_short,2
31,70,More than High School,fit,White,not_short,2
41,74,More than High School,fit,White,not_short,2
24,66,High School or less,not_fit,Asian,short,1
41,68,More than High School,fit,White,short,1
23,72,High School or less,fit,White,not_short,2
32,70,More than High School,not_fit,White,not_short,2
26,65,unknown,not_fit,White,short,1
21,65,High School or less,not_fit,Asian,short,1
44,75,More than High School,not_fit,White,not_short,2
43,70,More than High School,not_fit,White,not_short,2
23,73,More than High School,not_fit,White,not_short,2
47,71,More than High School,fit,White,not_short,2
28,70,More than High School,not_fit,White,not_short,2
21,67,High School or less,not_fit,Asian,short,1
31,70,More than High School,fit,Asian,not_short,2
31,75,More than High School,not_fit,White,not_short,2
31,72,More than High School,not_fit,White,not_short,2
35,72,More than High School,fit,White,not_short,2
25,73,More than High School,not_fit,White,not_short,2
41,67,More than High School,fit,Asian,short,1
30,71,More than High School,not_fit,Asian,not_short,2
31,70,High School or less,fit,White,not_short,2
19,65,High School or less,not_fit,White,short,1
28,66,More than High School,not_fit,White,short,1
32,72,More than High School,fit,Latinx,not_short,2
25,69,High School or less,not_fit,multiple,short,1
36,66,More than High School,not_fit,Latinx,short,1
30,70,More than High School,not_fit,White,not_short,2
26,71,More than High School,fit,White,not_short,2
40,64,More than High School,not_fit,Black,short,1
37,70,More than High School,not_fit,White,not_short,2
19,68,High School or less,not_fit,Asian,short,1
25,70,More than High School,fit,White,not_short,2
58,71,High School or less,not_fit,White,not_short,2
23,67,More than High School,fit,White,short,1
31,73,More than High School,not_fit,White,not_short,2
26,70,More than High School,fit,Asian,not_short,2
23,72,More than High School,fit,White,not_short,2
33,65,More than High School,not_fit,White,short,1
47,73,More than High School,fit,White,not_short,2
23,69,High School or less,fit,Black,short,1
35,68,More than High School,not_fit,White,short,1
25,67,High School or less,fit,Latinx,short,1
45,71,More than High School,fit,White,not_short,2
23,70,More than High School,fit,White,not_short,2
28,70,More than High School,fit,White,not_short,2
26,68,More than High School,not_fit,Asian,short,1
26,66,More than High School,not_fit,White,short,1
33,72,unknown,not_fit,Asian,not_short,2
22,67,High School or less,not_fit,White,short,1
24,70,High School or less,fit,multiple,not_short,2
19,66,High School or less,fit,Latinx,short,1
33,75,More than High School,fit,White,not_short,2
45,72,unknown,fit,multiple,not_short,2
37,67,unknown,fit,Asian,short,1
23,70,More than High School,not_fit,White,not_short,2
26,71,More than High School,fit,White,not_short,2
30,69,More than High School,not_fit,multiple,short,1
29,72,More than High School,fit,White,not_short,2
24,72,More than High School,fit,White,not_short,2
24,71,High School or less,not_fit,Latinx,not_short,2
23,68,High School or less,not_fit,White,short,1
37,68,More than High School,fit,White,short,1
27,74,More than High School,fit,White,not_short,2
48,69,More than High School,not_fit,multiple,short,1
28,75,More than High School,fit,White,not_short,2
25,71,More than High School,fit,White,not_short,2
27,72,More than High School,not_fit,White,not_short,2
39,75,More than High School,fit,White,not_short,2
37,71,unknown,fit,White,not_short,2
25,68,High School or less,fit,Latinx,short,1
25,67,More than High School,fit,White,short,1
24,66,More than High School,not_fit,White,short,1
23,70,More than High School,not_fit,multiple,not_short,2
26,72,More than High School,fit,multiple,not_short,2
47,68,More than High School,fit,White,short,1
43,70,More than High School,fit,White,not_short,2
42,73,More than High School,fit,White,not_short,2
31,74,More than High School,fit,White,not_short,2
29,77,More than High School,fit,White,not_short,2
30,72,More than High School,fit,White,not_short,2
23,71,More than High School,not_fit,White,not_short,2
26,76,More than High School,fit,White,not_short,2
28,71,unknown,not_fit,White,not_short,2
36,70,More than High School,fit,White,not_short,2
30,70,unknown,not_fit,White,not_short,2
29,71,More than High School,fit,White,not_short,2
22,73,High School or less,fit,Black,not_short,2
36,69,More than High School,not_fit,multiple,short,1
33,67,More than High School,fit,White,short,1
35,70,More than High School,fit,White,not_short,2
30,69,More than High School,fit,Latinx,short,1
44,74,More than High School,not_fit,White,not_short,2
24,76,More than High School,fit,White,not_short,2
41,72,More than High School,fit,Asian,not_short,2
29,80,More than High School,fit,White,not_short,2
33,71,More than High School,not_fit,White,not_short,2
28,66,More than High School,not_fit,multiple,short,1
42,66,More than High School,fit,Asian,short,1
22,70,More than High School,fit,White,not_short,2
44,72,More than High School,fit,Asian,not_short,2
29,66,High School or less,fit,White,short,1
28,74,More than High School,not_fit,White,not_short,2
23,69,unknown,not_fit,Asian,short,1
32,74,unknown,not_fit,White,not_short,2
21,73,High School or less,not_fit,White,not_short,2
30,71,More than High School,fit,White,not_short,2
41,70,More than High School,fit,White,not_short,2
29,74,More than High School,fit,White,not_short,2
27,68,More than High School,fit,Asian,short,1
24,69,More than High School,not_fit,White,short,1
21,74,High School or less,fit,White,not_short,2
52,75,More than High School,fit,other,not_short,2
